Journal name,JCR Abbreviation,ISSN,eISSN,Category,Total Citations,2020 JIF
Nature and Science of Sleep,Nature and Science of Sleep,1179-1608,1179-1608,CLINICAL NEUROLOGY - SCIE(Q3); NEUROSCIENCES - SCIE(Q3),5.167,5.346
Therapeutic Advances in Musculoskeletal Disease,Therapeutic Advances in Musculoskeletal Disease,1759-720X,1759-7218,RHEUMATOLOGY - SCIE(Q3),5.192,5.346
ANNALS OF SURGICAL ONCOLOGY,ANNALS OF SURGICAL ONCOLOGY,1068-9265,1534-4681,SURGERY - SCIE(Q1); ONCOLOGY - SCIE(Q2),4.741,5.344
JOURNAL OF THE ROYAL SOCIETY OF MEDICINE,JOURNAL OF THE ROYAL SOCIETY OF MEDICINE,0141-0768,1758-1095,"MEDICINE, GENERAL & INTERNAL - SCIE(Q1)",4.906,5.344
JOURNAL OF ETHNIC AND MIGRATION STUDIES,JOURNAL OF ETHNIC AND MIGRATION STUDIES,1369-183X,1469-9451,ETHNIC STUDIES - SSCI(Q1); DEMOGRAPHY - SSCI(Q2),4.394,5.34
PHYTOMEDICINE,PHYTOMEDICINE,0944-7113,1618-095X,"CHEMISTRY, MEDICINAL - SCIE(Q1); INTEGRATIVE & COMPLEMENTARY MEDICINE - SCIE(Q1); PHARMACOLOGY & PHARMACY - SCIE(Q1); PLANT SCIENCES - SCIE(Q1)",5.193,5.34
Weather and Climate Extremes,Weather and Climate Extremes,2212-0947,2212-0947,METEOROLOGY & ATMOSPHERIC SCIENCES - SCIE(Q1),5.169,5.338
ORAL ONCOLOGY,ORAL ONCOLOGY,1368-8375,1879-0593,"DENTISTRY, ORAL SURGERY & MEDICINE - SCIE(Q1); ONCOLOGY - SCIE(Q2)",4.799,5.337
EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,0377-2217,1872-6860,OPERATIONS RESEARCH & MANAGEMENT SCIENCE - SCIE(Q1),4.754,5.334
International Journal of Transgenderism,International Journal of Transgenderism,1553-2739,1434-4599,"SOCIAL SCIENCES, BIOMEDICAL - SSCI(Q1); SOCIAL SCIENCES, INTERDISCIPLINARY - SSCI(Q1); PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI(Q1); PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE(Q1); PSYCHOLOGY, CLINICAL - SSCI(Q1)",5.333,5.333
International Journal of Transgenderism,International Journal of Transgenderism,1553-2739,1434-4599,"SOCIAL SCIENCES, BIOMEDICAL - SSCI(Q1); SOCIAL SCIENCES, INTERDISCIPLINARY - SSCI(Q1); PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI(Q1); PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE(Q1); PSYCHOLOGY, CLINICAL - SSCI(Q1)",5.333,5.333
RADIOGRAPHICS,RADIOGRAPHICS,0271-5333,N/A,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE(Q1)",5.125,5.333
EXPERIMENTAL NEUROLOGY,EXPERIMENTAL NEUROLOGY,0014-4886,1090-2430,NEUROSCIENCES - SCIE(Q2),5.141,5.33
INTERNATIONAL JOURNAL OF MECHANICAL SCIENCES,INTERNATIONAL JOURNAL OF MECHANICAL SCIENCES,0020-7403,1879-2162,"MECHANICS - SCIE(Q1); ENGINEERING, MECHANICAL - SCIE(Q1)",4.643,5.329
Microbial Cell Factories,Microbial Cell Factories,N/A,1475-2859,BIOTECHNOLOGY & APPLIED MICROBIOLOGY - SCIE(Q1),5.073,5.328
Language Teaching,Language Teaching,0261-4448,1475-3049,LANGUAGE & LINGUISTICS - AHCI(N/A); EDUCATION & EDUCATIONAL RESEARCH - SSCI(Q1); LINGUISTICS - SSCI(Q1),5.224,5.327
ARTIFICIAL INTELLIGENCE IN MEDICINE,ARTIFICIAL INTELLIGENCE IN MEDICINE,0933-3657,1873-2860,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE(Q1); ENGINEERING, BIOMEDICAL - SCIE(Q1); MEDICAL INFORMATICS - SCIE(Q2)",4.928,5.326
INTERNATIONAL MARKETING REVIEW,INTERNATIONAL MARKETING REVIEW,0265-1335,1758-6763,BUSINESS - SSCI(Q2),4.495,5.326
JOURNAL OF DEMOCRACY,JOURNAL OF DEMOCRACY,1045-5736,1086-3214,POLITICAL SCIENCE - SSCI(Q1),4.946,5.326
World Journal of Stem Cells,World Journal of Stem Cells,1948-0210,1948-0210,CELL BIOLOGY - SCIE(Q2); CELL & TISSUE ENGINEERING - SCIE(Q2),5.035,5.326
INFLAMMATORY BOWEL DISEASES,INFLAMMATORY BOWEL DISEASES,1078-0998,1536-4844,GASTROENTEROLOGY & HEPATOLOGY - SCIE(Q1),5.002,5.325
COMPUTERS ENVIRONMENT AND URBAN SYSTEMS,COMPUTERS ENVIRONMENT AND URBAN SYSTEMS,0198-9715,1873-7587,REGIONAL & URBAN PLANNING - SSCI(Q1); ENVIRONMENTAL STUDIES - SSCI(Q1); GEOGRAPHY - SSCI(Q1),4.898,5.324
Journal of Natural Fibers,Journal of Natural Fibers,1544-0478,1544-046X,"MATERIALS SCIENCE, TEXTILES - SCIE(Q1)",3.22,5.323
BUILDING RESEARCH AND INFORMATION,BUILDING RESEARCH AND INFORMATION,0961-3218,1466-4321,CONSTRUCTION & BUILDING TECHNOLOGY - SCIE(Q2),4.852,5.322
Infectious Diseases and Therapy,Infectious Diseases and Therapy,2193-8229,2193-6382,INFECTIOUS DISEASES - SCIE(Q2),5.184,5.322
YALE LAW JOURNAL,YALE LAW JOURNAL,0044-0094,1939-8611,LAW - SSCI(Q1),5.08,5.32
JOURNAL OF THE AMERICAN MATHEMATICAL SOCIETY,JOURNAL OF THE AMERICAN MATHEMATICAL SOCIETY,0894-0347,1088-6834,MATHEMATICS - SCIE(Q1),5.273,5.318
Journal of Building Engineering,Journal of Building Engineering,2352-7102,2352-7102,"CONSTRUCTION & BUILDING TECHNOLOGY - SCIE(Q1); ENGINEERING, CIVIL - SCIE(Q1)",4.435,5.318
QUARTERLY REVIEWS OF BIOPHYSICS,QUARTERLY REVIEWS OF BIOPHYSICS,0033-5835,1469-8994,BIOPHYSICS - SCIE(Q1),5.273,5.318
JOURNAL OF ALLOYS AND COMPOUNDS,JOURNAL OF ALLOYS AND COMPOUNDS,0925-8388,1873-4669,"METALLURGY & METALLURGICAL ENGINEERING - SCIE(Q1); MATERIALS SCIENCE, MULTIDISCIPLINARY - SCIE(Q2); CHEMISTRY, PHYSICAL - SCIE(Q2)",4.698,5.316
NanoImpact,NanoImpact,2452-0748,2452-0748,ENVIRONMENTAL SCIENCES - SCIE(Q2); NANOSCIENCE & NANOTECHNOLOGY - SCIE(Q2),4.704,5.316
EUROPEAN RADIOLOGY,EUROPEAN RADIOLOGY,0938-7994,1432-1084,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE(Q1)",4.502,5.315
INTERNATIONAL REVIEWS OF IMMUNOLOGY,INTERNATIONAL REVIEWS OF IMMUNOLOGY,0883-0185,1563-5244,IMMUNOLOGY - SCIE(Q2),5.178,5.311
JOURNAL OF CELLULAR AND MOLECULAR MEDICINE,JOURNAL OF CELLULAR AND MOLECULAR MEDICINE,1582-1838,1582-4934,"CELL BIOLOGY - SCIE(Q2); MEDICINE, RESEARCH & EXPERIMENTAL - SCIE(Q2)",5.109,5.31
Nanomedicine,Nanomedicine,1743-5889,1748-6963,BIOTECHNOLOGY & APPLIED MICROBIOLOGY - SCIE(Q1); NANOSCIENCE & NANOTECHNOLOGY - SCIE(Q2),5.034,5.307
PATHOLOGY,PATHOLOGY,0031-3025,1465-3931,PATHOLOGY - SCIE(Q1),5.169,5.306
Animal Frontiers,Animal Frontiers,2160-6056,2160-6064,"AGRICULTURE, DAIRY & ANIMAL SCIENCE - SCIE(Q1)",5.268,5.304
DENTAL MATERIALS,DENTAL MATERIALS,0109-5641,1879-0097,"DENTISTRY, ORAL SURGERY & MEDICINE - SCIE(Q1); MATERIALS SCIENCE, BIOMATERIALS - SCIE(Q2)",4.708,5.304
IEEE-ASME TRANSACTIONS ON MECHATRONICS,IEEE-ASME TRANSACTIONS ON MECHATRONICS,1083-4435,1941-014X,"ENGINEERING, ELECTRICAL & ELECTRONIC - SCIE(Q1); AUTOMATION & CONTROL SYSTEMS - SCIE(Q1); ENGINEERING, MECHANICAL - SCIE(Q1); ENGINEERING, MANUFACTURING - SCIE(Q2)",4.675,5.303
JOURNAL OF THE EUROPEAN CERAMIC SOCIETY,JOURNAL OF THE EUROPEAN CERAMIC SOCIETY,0955-2219,1873-619X,"MATERIALS SCIENCE, CERAMICS - SCIE(Q1)",4.692,5.302
SEMINARS IN NEPHROLOGY,SEMINARS IN NEPHROLOGY,0270-9295,1558-4488,UROLOGY & NEPHROLOGY - SCIE(Q1),5.28,5.299
Review of Public Personnel Administration,Review of Public Personnel Administration,0734-371X,1552-759X,PUBLIC ADMINISTRATION - SSCI(Q1),4.191,5.298
PHYSICAL REVIEW D,PHYSICAL REVIEW D,2470-0010,2470-0029,"PHYSICS, PARTICLES & FIELDS - SCIE(Q1); ASTRONOMY & ASTROPHYSICS - SCIE(Q1)",3.406,5.296
APPLIED THERMAL ENGINEERING,APPLIED THERMAL ENGINEERING,1359-4311,1873-5606,"ENGINEERING, MECHANICAL - SCIE(Q1); THERMODYNAMICS - SCIE(Q1); MECHANICS - SCIE(Q1); ENERGY & FUELS - SCIE(Q2)",4.586,5.295
Frontiers in Cellular and Infection Microbiology,Frontiers in Cellular and Infection Microbiology,2235-2988,2235-2988,MICROBIOLOGY - SCIE(Q1); IMMUNOLOGY - SCIE(Q2),5.097,5.293
GEOTEXTILES AND GEOMEMBRANES,GEOTEXTILES AND GEOMEMBRANES,0266-1144,1879-3584,"GEOSCIENCES, MULTIDISCIPLINARY - SCIE(Q1); ENGINEERING, GEOLOGICAL - SCIE(Q1)",3.909,5.292
ENVIRONMENTAL MODELLING & SOFTWARE,ENVIRONMENTAL MODELLING & SOFTWARE,1364-8152,1873-6726,"WATER RESOURCES - SCIE(Q1); ENGINEERING, ENVIRONMENTAL - SCIE(Q2); ENVIRONMENTAL SCIENCES - SCIE(Q2); COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE(Q2)",4.761,5.288
MONTHLY NOTICES OF THE ROYAL ASTRONOMICAL SOCIETY,MONTHLY NOTICES OF THE ROYAL ASTRONOMICAL SOCIETY,0035-8711,1365-2966,ASTRONOMY & ASTROPHYSICS - SCIE(Q1),3.025,5.287
Environmental Microbiome,Environmental Microbiome,N/A,2524-6372,GENETICS & HEREDITY - SCIE(Q1); MICROBIOLOGY - SCIE(Q1),5.286,5.286
Current Psychiatry Reports,Current Psychiatry Reports,1523-3812,1535-1645,PSYCHIATRY - SSCI(Q1); PSYCHIATRY - SCIE(Q1),5.237,5.285
Current Psychiatry Reports,Current Psychiatry Reports,1523-3812,1535-1645,PSYCHIATRY - SSCI(Q1); PSYCHIATRY - SCIE(Q1),5.237,5.285
JOURNAL OF CELL SCIENCE,JOURNAL OF CELL SCIENCE,0021-9533,1477-9137,CELL BIOLOGY - SCIE(Q2),5.129,5.285
CANCER CYTOPATHOLOGY,CANCER CYTOPATHOLOGY,1934-662X,1934-6638,PATHOLOGY - SCIE(Q2); ONCOLOGY - SCIE(Q2),4.348,5.284
JOURNAL OF BONE AND JOINT SURGERY-AMERICAN VOLUME,JOURNAL OF BONE AND JOINT SURGERY-AMERICAN VOLUME,0021-9355,1535-1386,SURGERY - SCIE(Q1); ORTHOPEDICS - SCIE(Q1),4.9,5.284
Mineral Processing and Extractive Metallurgy Review,Mineral Processing and Extractive Metallurgy Review,0882-7508,1547-7401,MINING & MINERAL PROCESSING - SCIE(Q1); METALLURGY & METALLURGICAL ENGINEERING - SCIE(Q1),4.081,5.284
INTERNATIONAL JOURNAL OF ANTIMICROBIAL AGENTS,INTERNATIONAL JOURNAL OF ANTIMICROBIAL AGENTS,0924-8579,1872-7913,PHARMACOLOGY & PHARMACY - SCIE(Q1); INFECTIOUS DISEASES - SCIE(Q1); MICROBIOLOGY - SCIE(Q1),5.082,5.283
Organic Chemistry Frontiers,Organic Chemistry Frontiers,2052-4129,2052-4129,"CHEMISTRY, ORGANIC - SCIE(Q1)",4.961,5.281
JOURNAL OF AGRICULTURAL AND FOOD CHEMISTRY,JOURNAL OF AGRICULTURAL AND FOOD CHEMISTRY,0021-8561,1520-5118,"FOOD SCIENCE & TECHNOLOGY - SCIE(Q1); CHEMISTRY, APPLIED - SCIE(Q1); AGRICULTURE, MULTIDISCIPLINARY - SCIE(Q1)",4.765,5.279
WORLD DEVELOPMENT,WORLD DEVELOPMENT,0305-750X,1873-5991,ECONOMICS - SSCI(Q1); DEVELOPMENT STUDIES - SSCI(Q1),4.899,5.278
INTERNATIONAL JOURNAL OF FOOD MICROBIOLOGY,INTERNATIONAL JOURNAL OF FOOD MICROBIOLOGY,0168-1605,1879-3460,FOOD SCIENCE & TECHNOLOGY - SCIE(Q1); MICROBIOLOGY - SCIE(Q2),5.01,5.277
Journal of Family Business Strategy,Journal of Family Business Strategy,1877-8585,1877-8593,MANAGEMENT - SSCI(Q2); BUSINESS - SSCI(Q2),4.404,5.277
BIOORGANIC CHEMISTRY,BIOORGANIC CHEMISTRY,0045-2068,1090-2120,"CHEMISTRY, ORGANIC - SCIE(Q1); BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE(Q2)",4.518,5.275
Research Synthesis Methods,Research Synthesis Methods,1759-2879,1759-2887,MULTIDISCIPLINARY SCIENCES - SCIE(Q1); MATHEMATICAL & COMPUTATIONAL BIOLOGY - SCIE(Q1),4.636,5.273
GERONTOLOGIST,GERONTOLOGIST,0016-9013,1758-5341,GERONTOLOGY - SSCI(Q1),4.883,5.271
HEMATOLOGICAL ONCOLOGY,HEMATOLOGICAL ONCOLOGY,0278-0232,1099-1069,ONCOLOGY - SCIE(Q2); HEMATOLOGY - SCIE(Q2),5.064,5.271
Journal of Environmental Informatics,Journal of Environmental Informatics,1726-2135,1684-8799,ENVIRONMENTAL SCIENCES - SCIE(Q1),5.146,5.271
EUROPEAN ARCHIVES OF PSYCHIATRY AND CLINICAL NEUROSCIENCE,EUROPEAN ARCHIVES OF PSYCHIATRY AND CLINICAL NEUROSCIENCE,0940-1334,1433-8491,CLINICAL NEUROLOGY - SCIE(Q1); PSYCHIATRY - SCIE(Q2),4.92,5.27
JOURNAL OF NEUROTRAUMA,JOURNAL OF NEUROTRAUMA,0897-7151,1557-9042,CLINICAL NEUROLOGY - SCIE(Q2); CRITICAL CARE MEDICINE - SCIE(Q2); NEUROSCIENCES - SCIE(Q2),4.657,5.269
COLLOIDS AND SURFACES B-BIOINTERFACES,COLLOIDS AND SURFACES B-BIOINTERFACES,0927-7765,1873-4367,"BIOPHYSICS - SCIE(Q1); CHEMISTRY, PHYSICAL - SCIE(Q2); MATERIALS SCIENCE, BIOMATERIALS - SCIE(Q2)",5.092,5.268
Journal of Evidence-Based Dental Practice,Journal of Evidence-Based Dental Practice,1532-3382,1532-3390,"DENTISTRY, ORAL SURGERY & MEDICINE - SCIE(Q1)",4.689,5.267
Journal of Mixed Methods Research,Journal of Mixed Methods Research,1558-6898,1558-6901,"SOCIAL SCIENCES, INTERDISCIPLINARY - SSCI(Q1)",3.667,5.267
International Journal of Stroke,International Journal of Stroke,1747-4930,1747-4949,PERIPHERAL VASCULAR DISEASE - SCIE(Q1); CLINICAL NEUROLOGY - SCIE(Q1),5.018,5.266
INTERNATIONAL ENDODONTIC JOURNAL,INTERNATIONAL ENDODONTIC JOURNAL,0143-2885,1365-2591,"DENTISTRY, ORAL SURGERY & MEDICINE - SCIE(Q1)",4.282,5.264
JOURNAL OF ANXIETY DISORDERS,JOURNAL OF ANXIETY DISORDERS,0887-6185,1873-7897,"PSYCHIATRY - SSCI(Q1); PSYCHOLOGY, CLINICAL - SSCI(Q1)",5.095,5.264
Environmental Technology & Innovation,Environmental Technology & Innovation,2352-1864,2352-1864,"BIOTECHNOLOGY & APPLIED MICROBIOLOGY - SCIE(Q1); ENVIRONMENTAL SCIENCES - SCIE(Q1); ENGINEERING, ENVIRONMENTAL - SCIE(Q2)",4.761,5.263
RESUSCITATION,RESUSCITATION,0300-9572,1873-1570,EMERGENCY MEDICINE - SCIE(Q1); CRITICAL CARE MEDICINE - SCIE(Q2),3.853,5.262
AMERICAN JOURNAL OF OPHTHALMOLOGY,AMERICAN JOURNAL OF OPHTHALMOLOGY,0002-9394,1879-1891,OPHTHALMOLOGY - SCIE(Q1),4.883,5.258
REMEDIAL AND SPECIAL EDUCATION,REMEDIAL AND SPECIAL EDUCATION,0741-9325,1538-4756,"EDUCATION, SPECIAL - SSCI(Q1)",5.113,5.258
PUBLIC ADMINISTRATION REVIEW,PUBLIC ADMINISTRATION REVIEW,0033-3352,1540-6210,PUBLIC ADMINISTRATION - SSCI(Q1),4.0,5.257
EARTH AND PLANETARY SCIENCE LETTERS,EARTH AND PLANETARY SCIENCE LETTERS,0012-821X,1385-013X,GEOCHEMISTRY & GEOPHYSICS - SCIE(Q1),4.881,5.255
CLADISTICS,CLADISTICS,0748-3007,1096-0031,ZOOLOGY - SCIE(Q1); EVOLUTIONARY BIOLOGY - SCIE(Q2),4.944,5.254
JOURNAL OF THE AMERICAN SOCIETY OF ECHOCARDIOGRAPHY,JOURNAL OF THE AMERICAN SOCIETY OF ECHOCARDIOGRAPHY,0894-7317,N/A,CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE(Q1),4.478,5.251
GENE THERAPY,GENE THERAPY,0969-7128,1476-5462,"BIOTECHNOLOGY & APPLIED MICROBIOLOGY - SCIE(Q2); GENETICS & HEREDITY - SCIE(Q2); BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE(Q3); MEDICINE, RESEARCH & EXPERIMENTAL - SCIE(Q3)",4.92,5.25
NEUROPHARMACOLOGY,NEUROPHARMACOLOGY,0028-3908,1873-7064,PHARMACOLOGY & PHARMACY - SCIE(Q1); NEUROSCIENCES - SCIE(Q2),5.053,5.25
CELL AND TISSUE RESEARCH,CELL AND TISSUE RESEARCH,0302-766X,1432-0878,CELL BIOLOGY - SCIE(Q3),5.157,5.249
THROMBOSIS AND HAEMOSTASIS,THROMBOSIS AND HAEMOSTASIS,0340-6245,2567-689X,HEMATOLOGY - SCIE(Q1); PERIPHERAL VASCULAR DISEASE - SCIE(Q1),4.437,5.249
ANNALS OF MATHEMATICS,ANNALS OF MATHEMATICS,0003-486X,1939-8980,MATHEMATICS - SCIE(Q1),5.072,5.246
Frontiers in Molecular Biosciences,Frontiers in Molecular Biosciences,N/A,2296-889X,BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE(Q1),5.109,5.246
JOURNAL OF RETAILING,JOURNAL OF RETAILING,0022-4359,1873-3271,BUSINESS - SSCI(Q1),4.943,5.245
CNS Neuroscience & Therapeutics,CNS Neuroscience & Therapeutics,1755-5930,1755-5949,NEUROSCIENCES - SCIE(Q1); PHARMACOLOGY & PHARMACY - SCIE(Q1),4.716,5.243
Cell Death Discovery,Cell Death Discovery,N/A,2058-7716,CELL BIOLOGY - SCIE(Q2),5.194,5.241
WATER RESOURCES RESEARCH,WATER RESOURCES RESEARCH,0043-1397,1944-7973,ENVIRONMENTAL SCIENCES - SCIE(Q1); WATER RESOURCES - SCIE(Q1); LIMNOLOGY - SCIE(Q1),4.498,5.24
CHROMOSOME RESEARCH,CHROMOSOME RESEARCH,0967-3849,1573-6849,BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE(Q2); GENETICS & HEREDITY - SCIE(Q2),5.087,5.239
BEST PRACTICE & RESEARCH CLINICAL OBSTETRICS & GYNAECOLOGY,BEST PRACTICE & RESEARCH CLINICAL OBSTETRICS & GYNAECOLOGY,1521-6934,1532-1932,OBSTETRICS & GYNECOLOGY - SCIE(Q1),5.178,5.237
Microbial Genomics,Microbial Genomics,2057-5858,2057-5858,GENETICS & HEREDITY - SCIE(Q1); MICROBIOLOGY - SCIE(Q2),4.981,5.237
CHEMISTRY-A EUROPEAN JOURNAL,CHEMISTRY-A EUROPEAN JOURNAL,0947-6539,1521-3765,"CHEMISTRY, MULTIDISCIPLINARY - SCIE(Q2)",4.867,5.236
MATERIALS SCIENCE AND ENGINEERING A-STRUCTURAL MATERIALS PROPERTIES MICROSTRUCTURE AND PROCESSING,MATERIALS SCIENCE AND ENGINEERING A-STRUCTURAL MATERIALS PROPERTIES MICROSTRUCTURE AND PROCESSING,0921-5093,1873-4936,"METALLURGY & METALLURGICAL ENGINEERING - SCIE(Q1); MATERIALS SCIENCE, MULTIDISCIPLINARY - SCIE(Q2); NANOSCIENCE & NANOTECHNOLOGY - SCIE(Q2)",4.425,5.234
Insights into Imaging,Insights into Imaging,1869-4101,1869-4101,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE(Q1)",5.037,5.231
FlatChem,FlatChem,2452-2627,2452-2627,"MATERIALS SCIENCE, MULTIDISCIPLINARY - SCIE(Q2); CHEMISTRY, PHYSICAL - SCIE(Q2)",4.803,5.227
JOURNAL OF INFECTIOUS DISEASES,JOURNAL OF INFECTIOUS DISEASES,0022-1899,1537-6613,INFECTIOUS DISEASES - SCIE(Q1); MICROBIOLOGY - SCIE(Q1); IMMUNOLOGY - SCIE(Q1),4.983,5.226
EXPERT REVIEW OF MOLECULAR DIAGNOSTICS,EXPERT REVIEW OF MOLECULAR DIAGNOSTICS,1473-7159,1744-8352,PATHOLOGY - SCIE(Q1),5.084,5.225
FIELD CROPS RESEARCH,FIELD CROPS RESEARCH,0378-4290,1872-6852,AGRONOMY - SCIE(Q1),4.909,5.224
CANADIAN JOURNAL OF CARDIOLOGY,CANADIAN JOURNAL OF CARDIOLOGY,0828-282X,1916-7075,CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE(Q2),4.62,5.223
Energy for Sustainable Development,Energy for Sustainable Development,0973-0826,2352-4669,ENERGY & FUELS - SCIE(Q2); GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY - SCIE(Q3),4.834,5.223
Frontiers in Chemistry,Frontiers in Chemistry,2296-2646,2296-2646,"CHEMISTRY, MULTIDISCIPLINARY - SCIE(Q2)",5.03,5.221
Expert Review of Vaccines,Expert Review of Vaccines,1476-0584,1744-8395,IMMUNOLOGY - SCIE(Q2),5.037,5.217
Autism Research,Autism Research,1939-3792,1939-3806,"BEHAVIORAL SCIENCES - SCIE(Q1); PSYCHOLOGY, DEVELOPMENTAL - SSCI(Q1)",4.728,5.216
Autism Research,Autism Research,1939-3792,1939-3806,"BEHAVIORAL SCIENCES - SCIE(Q1); PSYCHOLOGY, DEVELOPMENTAL - SSCI(Q1)",4.728,5.216
EUROPACE,EUROPACE,1099-5129,1532-2092,CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE(Q2),4.744,5.214
ENVIRONMENTAL REVIEWS,ENVIRONMENTAL REVIEWS,1208-6053,1181-8700,ENVIRONMENTAL SCIENCES - SCIE(Q2),5.136,5.212
Reproductive Biology and Endocrinology,Reproductive Biology and Endocrinology,N/A,1477-7827,REPRODUCTIVE BIOLOGY - SCIE(Q1); ENDOCRINOLOGY & METABOLISM - SCIE(Q2),5.147,5.211
Evolution Letters,Evolution Letters,N/A,2056-3744,EVOLUTIONARY BIOLOGY - SCIE(Q1),5.044,5.209
JOURNAL OF THORACIC AND CARDIOVASCULAR SURGERY,JOURNAL OF THORACIC AND CARDIOVASCULAR SURGERY,0022-5223,1097-685X,RESPIRATORY SYSTEM - SCIE(Q1); SURGERY - SCIE(Q1); CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE(Q2),4.517,5.209
MEAT SCIENCE,MEAT SCIENCE,0309-1740,1873-4138,FOOD SCIENCE & TECHNOLOGY - SCIE(Q1),4.525,5.209
INFORMATION SYSTEMS RESEARCH,INFORMATION SYSTEMS RESEARCH,1047-7047,1526-5536,INFORMATION SCIENCE & LIBRARY SCIENCE - SSCI(Q1); MANAGEMENT - SSCI(Q2),4.826,5.207
Neuroscience Bulletin,Neuroscience Bulletin,1673-7067,1995-8218,NEUROSCIENCES - SCIE(Q2),3.901,5.203
CURRENT PROBLEMS IN CARDIOLOGY,CURRENT PROBLEMS IN CARDIOLOGY,0146-2806,1535-6280,CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE(Q1),5.167,5.2
npj Schizophrenia,npj Schizophrenia,N/A,2334-265X,PSYCHIATRY - SCIE(Q2),5.022,5.2
CATENA,CATENA,0341-8162,1872-6887,"GEOSCIENCES, MULTIDISCIPLINARY - SCIE(Q1); SOIL SCIENCE - SCIE(Q1); WATER RESOURCES - SCIE(Q1)",4.776,5.198
PANMINERVA MEDICA,PANMINERVA MEDICA,0031-0808,1827-1898,"MEDICINE, GENERAL & INTERNAL - SCIE(Q2)",5.076,5.197
CHEMICO-BIOLOGICAL INTERACTIONS,CHEMICO-BIOLOGICAL INTERACTIONS,0009-2797,1872-7786,TOXICOLOGY - SCIE(Q1); PHARMACOLOGY & PHARMACY - SCIE(Q2); BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE(Q2),5.116,5.192
JOURNAL OF ENVIRONMENTAL PSYCHOLOGY,JOURNAL OF ENVIRONMENTAL PSYCHOLOGY,0272-4944,1522-9610,"ENVIRONMENTAL STUDIES - SSCI(Q1); PSYCHOLOGY, MULTIDISCIPLINARY - SSCI(Q1)",4.689,5.192
TRANSPORTATION,TRANSPORTATION,0049-4488,1572-9435,"ENGINEERING, CIVIL - SCIE(Q1); TRANSPORTATION SCIENCE & TECHNOLOGY - SCIE(Q2); TRANSPORTATION - SSCI(Q2)",4.78,5.192
TRANSPORTATION,TRANSPORTATION,0049-4488,1572-9435,"ENGINEERING, CIVIL - SCIE(Q1); TRANSPORTATION SCIENCE & TECHNOLOGY - SCIE(Q2); TRANSPORTATION - SSCI(Q2)",4.78,5.192
ANTIMICROBIAL AGENTS AND CHEMOTHERAPY,ANTIMICROBIAL AGENTS AND CHEMOTHERAPY,0066-4804,1098-6596,PHARMACOLOGY & PHARMACY - SCIE(Q1); MICROBIOLOGY - SCIE(Q2),4.763,5.191
FASEB JOURNAL,FASEB JOURNAL,0892-6638,1530-6860,BIOLOGY - SCIE(Q1); CELL BIOLOGY - SCIE(Q2); BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE(Q2),5.037,5.191
Journal of Orthopaedic Translation,Journal of Orthopaedic Translation,2214-031X,2214-031X,ORTHOPEDICS - SCIE(Q1),4.734,5.191
HUMAN AND ECOLOGICAL RISK ASSESSMENT,HUMAN AND ECOLOGICAL RISK ASSESSMENT,1080-7039,1549-7860,ENVIRONMENTAL SCIENCES - SCIE(Q2),4.584,5.19
CRITICAL REVIEWS IN PLANT SCIENCES,CRITICAL REVIEWS IN PLANT SCIENCES,0735-2689,1549-7836,PLANT SCIENCES - SCIE(Q1),5.063,5.188
Egyptian Journal of Remote Sensing and Space Sciences,Egyptian Journal of Remote Sensing and Space Sciences,1110-9823,2090-2476,REMOTE SENSING - SCIE(Q1); ENVIRONMENTAL SCIENCES - SCIE(Q1),5.159,5.188
PSYCHIATRY AND CLINICAL NEUROSCIENCES,PSYCHIATRY AND CLINICAL NEUROSCIENCES,1323-1316,1440-1819,NEUROSCIENCES - SCIE(Q1); PSYCHIATRY - SCIE(Q1); CLINICAL NEUROLOGY - SCIE(Q1),4.919,5.188
