Rank,Full Journal Title,JCR Abbreviated Title,Category,ISSN,Total Cites,Journal Impact Factor,Impact Factor without Journal Self Cites,5-Year Impact Factor,Immediacy Index,Eigenfactor Score,Article Influence Score,Average Journal Impact Factor Percentile
9597,TRANSPLANTATION PROCEEDINGS,TRANSPL P,TRANSPLANTATION,0041-1345,"12,190",0.806,0.721,0.938,0.109,0.012900,0.250,7.336
9605,BRAZILIAN JOURNAL OF CARDIOVASCULAR SURGERY,BRAZ J CARDIOV SURG,CARDIAC & CARDIOVASCULAR SYSTEMS,0102-7638,626,0.805,0.648,0.744,0.113,0.000840,0.155,9.164
9605,BRAZILIAN JOURNAL OF CARDIOVASCULAR SURGERY,BRAZ J CARDIOV SURG,SURGERY,0102-7638,626,0.805,0.648,0.744,0.113,0.000840,0.155,9.164
9605,EXPERIMENTAL MATHEMATICS,EXP MATH,MATHEMATICS,1058-6458,798,0.805,0.805,0.721,0.268,0.002430,0.966,61.974
9605,International Journal of Computational Methods,INT J COMP METH-SING,"MATHEMATICS, INTERDISCIPLINARY APPLICATIONS",0219-8762,687,0.805,0.745,1.036,0.361,0.001590,0.321,24.489
9605,International Journal of Computational Methods,INT J COMP METH-SING,"ENGINEERING, MULTIDISCIPLINARY",0219-8762,687,0.805,0.745,1.036,0.361,0.001590,0.321,24.489
9605,OCEAN DEVELOPMENT AND INTERNATIONAL LAW,OCEAN DEV INT LAW,LAW,0090-8320,336,0.805,0.732,1.010,0.75,0.000390,0.296,31.957
9605,OCEAN DEVELOPMENT AND INTERNATIONAL LAW,OCEAN DEV INT LAW,INTERNATIONAL RELATIONS,0090-8320,336,0.805,0.732,1.010,0.75,0.000390,0.296,31.957
9605,OPTICAL REVIEW,OPT REV,OPTICS,1340-6000,828,0.805,0.699,0.654,0.136,0.001110,0.146,14.362
9610,INTERNATIONAL JOURNAL OF APPLIED ELECTROMAGNETICS AND MECHANICS,INT J APPL ELECTROM,MECHANICS,1383-5416,"1,304",0.804,0.406,0.778,0.204,0.001610,0.108,14.780
9610,INTERNATIONAL JOURNAL OF APPLIED ELECTROMAGNETICS AND MECHANICS,INT J APPL ELECTROM,"PHYSICS, APPLIED",1383-5416,"1,304",0.804,0.406,0.778,0.204,0.001610,0.108,14.780
9610,INTERNATIONAL JOURNAL OF APPLIED ELECTROMAGNETICS AND MECHANICS,INT J APPL ELECTROM,"ENGINEERING, ELECTRICAL & ELECTRONIC",1383-5416,"1,304",0.804,0.406,0.778,0.204,0.001610,0.108,14.780
9610,INTERNATIONAL JOURNAL OF FINANCE & ECONOMICS,INT J FINANC ECON,"BUSINESS, FINANCE",1076-9307,472,0.804,0.804,1.050,0.393,0.000750,0.451,27.041
9610,JOURNAL OF COASTAL RESEARCH,J COASTAL RES,"GEOSCIENCES, MULTIDISCIPLINARY",0749-0208,"6,904",0.804,0.722,1.064,0.335,0.007450,0.302,9.070
9610,JOURNAL OF COASTAL RESEARCH,J COASTAL RES,ENVIRONMENTAL SCIENCES,0749-0208,"6,904",0.804,0.722,1.064,0.335,0.007450,0.302,9.070
9610,JOURNAL OF LATIN AMERICAN STUDIES,J LAT AM STUD,AREA STUDIES,0022-216X,644,0.804,0.761,0.962,0.074,0.000780,0.535,61.029
9610,Pakistan Journal of Pharmaceutical Sciences,PAK J PHARM SCI,PHARMACOLOGY & PHARMACY,1011-601X,"1,821",0.804,0.717,0.844,0.068,0.002390,0.128,7.854
9615,JOURNAL OF VETERINARY MEDICAL SCIENCE,J VET MED SCI,VETERINARY SCIENCES,0916-7250,"4,344",0.803,0.688,0.930,0.17,0.004890,0.240,38.929
9615,PROBABILITY IN THE ENGINEERING AND INFORMATIONAL SCIENCES,PROBAB ENG INFORM SC,STATISTICS & PROBABILITY,0269-9648,585,0.803,0.761,0.816,0.2,0.001030,0.461,20.502
9615,PROBABILITY IN THE ENGINEERING AND INFORMATIONAL SCIENCES,PROBAB ENG INFORM SC,OPERATIONS RESEARCH & MANAGEMENT SCIENCE,0269-9648,585,0.803,0.761,0.816,0.2,0.001030,0.461,20.502
9617,EUROPEAN PHYSICAL JOURNAL-APPLIED PHYSICS,EUR PHYS J-APPL PHYS,"PHYSICS, APPLIED",1286-0042,"1,682",0.802,0.716,0.726,0.154,0.001840,0.165,11.986
9617,FOREIGN LANGUAGE ANNALS,FOREIGN LANG ANN,LINGUISTICS,0015-718X,"1,144",0.802,0.442,1.286,0.357,0.000850,0.306,35.267
9617,FOREIGN LANGUAGE ANNALS,FOREIGN LANG ANN,EDUCATION & EDUCATIONAL RESEARCH,0015-718X,"1,144",0.802,0.442,1.286,0.357,0.000850,0.306,35.267
9617,INTERNATIONAL JOURNAL OF MATERIALS & PRODUCT TECHNOLOGY,INT J MATER PROD TEC,MATERIALS SCIENCE,0268-1900,472,0.802,0.802,0.580,0.063,0.000310,0.103,15.614
9620,JOURNAL OF COMMUNITY PSYCHOLOGY,J COMMUNITY PSYCHOL,"PSYCHOLOGY, MULTIDISCIPLINARY",0090-4392,"2,728",0.801,0.752,1.198,0.113,0.001750,0.361,21.632
9620,JOURNAL OF COMMUNITY PSYCHOLOGY,J COMMUNITY PSYCHOL,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",0090-4392,"2,728",0.801,0.752,1.198,0.113,0.001750,0.361,21.632
9620,JOURNAL OF COMMUNITY PSYCHOLOGY,J COMMUNITY PSYCHOL,SOCIAL WORK,0090-4392,"2,728",0.801,0.752,1.198,0.113,0.001750,0.361,21.632
9620,Journal of Health Organization and Management,J HEALTH ORGAN MANAG,HEALTH POLICY & SERVICES,1477-7266,747,0.801,0.702,Not Available,0.196,0.001190,0.463,8.228
9622,ACTA BIOLOGICA CRACOVIENSIA SERIES BOTANICA,ACTA BIOL CRACOV BOT,PLANT SCIENCES,0001-5296,448,0.800,0.711,0.928,0.059,0.000380,0.203,23.649
9622,ANALOG INTEGRATED CIRCUITS AND SIGNAL PROCESSING,ANALOG INTEGR CIRC S,"ENGINEERING, ELECTRICAL & ELECTRONIC",0925-1030,"1,670",0.800,0.681,0.703,0.199,0.001990,0.128,14.615
9622,ANALOG INTEGRATED CIRCUITS AND SIGNAL PROCESSING,ANALOG INTEGR CIRC S,"COMPUTER SCIENCE, HARDWARE & ARCHITECTURE",0925-1030,"1,670",0.800,0.681,0.703,0.199,0.001990,0.128,14.615
9622,ANNALS OF CLINICAL AND LABORATORY SCIENCE,ANN CLIN LAB SCI,MEDICAL LABORATORY TECHNOLOGY,0091-7370,"1,438",0.800,0.782,0.890,0.103,0.001130,0.197,15.000
9622,AUSTRALIAN JOURNAL OF EDUCATION,AUST J EDUC,EDUCATION & EDUCATIONAL RESEARCH,0004-9441,406,0.800,0.771,1.185,0.111,0.000320,0.253,21.218
9622,Asian Journal of Criminology,ASIAN J CRIMINOL,CRIMINOLOGY & PENOLOGY,1871-0131,122,0.800,0.629,Not Available,0.118,0.000280,0.594,30.328
9622,Central European Journal of Public Health,CENT EUR J PUBL HEAL,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",1210-7778,577,0.800,0.763,0.958,0.063,0.000870,0.222,9.316
9622,Central European Journal of Public Health,CENT EUR J PUBL HEAL,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",1210-7778,577,0.800,0.763,0.958,0.063,0.000870,0.222,9.316
9622,Current Legal Problems,CURR LEGAL PROBL,LAW,0070-1998,260,0.800,0.800,Not Available,0.083,0.000280,0.388,39.116
9622,ELECTRONIC LIBRARY,ELECTRON LIBR,INFORMATION SCIENCE & LIBRARY SCIENCE,0264-0473,611,0.800,0.662,0.879,0.083,0.000450,0.118,38.068
9622,HARVARD ENVIRONMENTAL LAW REVIEW,HARVARD ENVIRON LAW,LAW,0147-8257,375,0.800,0.800,1.723,1.5,0.000660,0.743,24.882
9622,HARVARD ENVIRONMENTAL LAW REVIEW,HARVARD ENVIRON LAW,ENVIRONMENTAL STUDIES,0147-8257,375,0.800,0.800,1.723,1.5,0.000660,0.743,24.882
9622,HYLE,HYLE,"CHEMISTRY, MULTIDISCIPLINARY",1433-5158,72,0.800,0.400,0.844,0.5,0.000070,0.179,49.619
9622,HYLE,HYLE,HISTORY & PHILOSOPHY OF SCIENCE,1433-5158,72,0.800,0.400,0.844,0.5,0.000070,0.179,49.619
9622,Hydrologie und Wasserbewirtschaftung,HYDROL WASSERBEWIRTS,WATER RESOURCES,1439-1783,150,0.800,0.480,0.716,1.4,0.000230,0.154,18.333
9622,Information Technology and Control,INF TECHNOL CONTROL,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",1392-124X,229,0.800,0.513,0.751,0.143,0.000310,0.116,15.743
9622,Information Technology and Control,INF TECHNOL CONTROL,"COMPUTER SCIENCE, INFORMATION SYSTEMS",1392-124X,229,0.800,0.513,0.751,0.143,0.000310,0.116,15.743
9622,Information Technology and Control,INF TECHNOL CONTROL,AUTOMATION & CONTROL SYSTEMS,1392-124X,229,0.800,0.513,0.751,0.143,0.000310,0.116,15.743
9622,Journal of African Languages and Linguistics,J AFR LANG LINGUIST,LINGUISTICS,0167-6164,96,0.800,0.800,0.765,0.0,0.000250,0.537,48.343
9622,MODERN CHINA,MOD CHINA,AREA STUDIES,0097-7004,651,0.800,0.775,1.476,0.524,0.001150,0.801,59.559
9622,Natural Language Engineering,NAT LANG ENG,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",1351-3249,345,0.800,0.683,0.956,0.189,0.000480,0.310,33.073
9622,Natural Language Engineering,NAT LANG ENG,LINGUISTICS,1351-3249,345,0.800,0.683,0.956,0.189,0.000480,0.310,33.073
9622,Natural Language Engineering,NAT LANG ENG,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",1351-3249,345,0.800,0.683,0.956,0.189,0.000480,0.310,33.073
9622,Seminars in Plastic Surgery,SEMIN PLAST SURG,SURGERY,1535-2188,623,0.800,0.782,Not Available,0.121,0.001070,0.678,12.750
9641,Complex Analysis and Operator Theory,COMPLEX ANAL OPER TH,"MATHEMATICS, APPLIED",1661-8254,401,0.799,0.746,0.700,0.194,0.002770,0.472,48.583
9641,Complex Analysis and Operator Theory,COMPLEX ANAL OPER TH,MATHEMATICS,1661-8254,401,0.799,0.746,0.700,0.194,0.002770,0.472,48.583
9641,REVISTA BRASILEIRA DE CIENCIA DO SOLO,REV BRAS CIENC SOLO,SOIL SCIENCE,0100-0683,"2,990",0.799,0.651,1.023,0.153,0.002750,0.243,10.294
9641,REVISTA BRASILEIRA DE CIENCIA DO SOLO,REV BRAS CIENC SOLO,SOIL SCIENCE,0100-0683,"2,990",0.799,0.651,1.023,0.153,0.002750,0.243,10.294
9643,SOUTH AFRICAN JOURNAL OF PSYCHOLOGY,S AFR J PSYCHOL,"PSYCHOLOGY, MULTIDISCIPLINARY",0081-2463,664,0.798,0.690,0.856,0.283,0.000550,0.186,25.556
9643,SOUTHERN ECONOMIC JOURNAL,SOUTH ECON J,ECONOMICS,0038-4038,"1,849",0.798,0.752,0.964,0.154,0.002160,0.564,31.020
9645,AFRICAN JOURNAL OF ECOLOGY,AFR J ECOL,ECOLOGY,0141-6707,"1,746",0.797,0.712,0.864,0.163,0.001200,0.247,16.139
9645,JOURNAL OF THE SERBIAN CHEMICAL SOCIETY,J SERB CHEM SOC,"CHEMISTRY, MULTIDISCIPLINARY",0352-5139,"1,779",0.797,0.697,0.923,0.261,0.001640,0.171,19.006
9645,SYSTEMIC PRACTICE AND ACTION RESEARCH,SYST PRACT ACT RES,MANAGEMENT,1094-429X,375,0.797,0.424,0.880,0.125,0.000310,0.145,10.766
9645,Systems Engineering,SYSTEMS ENG,OPERATIONS RESEARCH & MANAGEMENT SCIENCE,1098-1241,578,0.797,0.633,1.176,0.133,0.000560,0.225,13.843
9645,Transactions of FAMENA,T FAMENA,"ENGINEERING, MECHANICAL",1333-1124,174,0.797,0.719,0.673,0.088,0.000230,0.106,16.030
9645,Transactions of FAMENA,T FAMENA,MATERIALS SCIENCE,1333-1124,174,0.797,0.719,0.673,0.088,0.000230,0.106,16.030
9650,First Language,FIRST LANG,LINGUISTICS,0142-7237,701,0.796,0.611,1.533,0.125,0.000880,0.466,26.701
9650,First Language,FIRST LANG,"PSYCHOLOGY, DEVELOPMENTAL",0142-7237,701,0.796,0.611,1.533,0.125,0.000880,0.466,26.701
9650,INTERNATIONAL MICROBIOLOGY,INT MICROBIOL,MICROBIOLOGY,1139-6709,"1,267",0.796,0.796,1.645,0.2,0.000680,0.411,8.331
9650,INTERNATIONAL MICROBIOLOGY,INT MICROBIOL,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,1139-6709,"1,267",0.796,0.796,1.645,0.2,0.000680,0.411,8.331
9650,Interdisciplinary Sciences-Computational Life Sciences,INTERDISCIP SCI,'MATHEMATICAL & COMPUTATIONAL BIOLOGY,1913-2751,251,0.796,0.731,0.781,0.18,0.000410,0.149,9.322
9650,Journal of Sexual Aggression,J SEX AGGRESS,CRIMINOLOGY & PENOLOGY,1355-2600,408,0.796,0.667,1.024,0.125,0.000490,0.288,28.689
9650,REPORTS ON MATHEMATICAL PHYSICS,REP MATH PHYS,"PHYSICS, MATHEMATICAL",0034-4877,"1,035",0.796,0.774,0.907,0.136,0.001200,0.357,30.000
9655,BIOTECHNOLOGIE AGRONOMIE SOCIETE ET ENVIRONNEMENT,BIOTECHNOL AGRON SOC,AGRONOMY,1370-6233,506,0.795,0.783,0.884,0.167,0.000690,0.202,24.496
9655,BIOTECHNOLOGIE AGRONOMIE SOCIETE ET ENVIRONNEMENT,BIOTECHNOL AGRON SOC,ENVIRONMENTAL SCIENCES,1370-6233,506,0.795,0.783,0.884,0.167,0.000690,0.202,24.496
9655,Gynecologie Obstetrique Fertilite & Senologie,GYNECOL OBST FERT SE,OBSTETRICS & GYNECOLOGY,2468-7197,832,0.795,0.656,0.605,0.16,0.001010,0.132,10.366
9655,HISTORY OF SCIENCE,HIST SCI,HISTORY & PHILOSOPHY OF SCIENCE,0073-2753,504,0.795,0.769,0.713,0.2,0.000750,0.583,62.677
9655,HISTORY OF SCIENCE,HIST SCI,HISTORY & PHILOSOPHY OF SCIENCE,0073-2753,504,0.795,0.769,0.713,0.2,0.000750,0.583,62.677
9655,Politics Philosophy & Economics,POLIT PHILOS ECON,POLITICAL SCIENCE,1470-594X,241,0.795,0.718,1.060,0.05,0.000650,0.475,33.078
9655,Politics Philosophy & Economics,POLIT PHILOS ECON,ETHICS,1470-594X,241,0.795,0.718,1.060,0.05,0.000650,0.475,33.078
9655,Survey Methodology,SURV METHODOL,STATISTICS & PROBABILITY,0714-0045,776,0.795,0.692,1.115,0.364,0.001020,0.856,26.572
9655,Survey Methodology,SURV METHODOL,"SOCIAL SCIENCES, MATHEMATICAL METHODS",0714-0045,776,0.795,0.692,1.115,0.364,0.001020,0.856,26.572
9662,AORN JOURNAL,AORN J,NURSING-SCIE,0001-2092,"1,235",0.794,0.522,Not Available,0.279,0.001080,0.237,21.892
9662,AORN JOURNAL,AORN J,NURSING-SSCI,0001-2092,"1,235",0.794,0.522,Not Available,0.279,0.001080,0.237,21.892
9662,FISHERIES SCIENCE,FISHERIES SCI,FISHERIES,0919-9268,"2,962",0.794,0.720,0.861,0.221,0.001820,0.220,29.000
9662,HUMAN RIGHTS QUARTERLY,HUM RIGHTS QUART,POLITICAL SCIENCE,0275-0392,"1,321",0.794,0.662,1.380,0.29,0.001030,0.462,30.270
9662,HUMAN RIGHTS QUARTERLY,HUM RIGHTS QUART,SOCIAL ISSUES,0275-0392,"1,321",0.794,0.662,1.380,0.29,0.001030,0.462,30.270
9662,International Journal of Physical Modelling in Geotechnics,INT J PHYS MODEL GEO,"ENGINEERING, GEOLOGICAL",1346-213X,243,0.794,0.735,1.171,0.882,0.000500,0.527,9.722
9662,Journal for East European Management Studies,J E EUR MANAG STUD,MANAGEMENT,0949-6181,167,0.794,0.676,1.012,0.04,0.000090,0.081,10.287
9668,ARS Mathematica Contemporanea,ARS MATH CONTEMP,"MATHEMATICS, APPLIED",1855-3966,235,0.793,0.664,0.738,0.262,0.001700,0.588,48.223
9668,ARS Mathematica Contemporanea,ARS MATH CONTEMP,MATHEMATICS,1855-3966,235,0.793,0.664,0.738,0.262,0.001700,0.588,48.223
9668,INFORMATION PROCESSING LETTERS,INFORM PROCESS LETT,"COMPUTER SCIENCE, INFORMATION SYSTEMS",0020-0190,"3,461",0.793,0.765,0.723,0.172,0.004500,0.397,13.176
9668,International Journal on Semantic Web and Information Systems,INT J SEMANT WEB INF,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",1552-6283,309,0.793,0.655,1.595,0.355,0.000590,0.584,14.732
9668,International Journal on Semantic Web and Information Systems,INT J SEMANT WEB INF,"COMPUTER SCIENCE, INFORMATION SYSTEMS",1552-6283,309,0.793,0.655,1.595,0.355,0.000590,0.584,14.732
9668,JOURNAL OF EMPLOYMENT COUNSELING,J EMPLOYMENT COUNS,"PSYCHOLOGY, APPLIED",0022-0787,272,0.793,0.759,1.080,0.0,0.000260,0.255,7.927
9668,JOURNAL OF SYMBOLIC LOGIC,J SYMBOLIC LOGIC,MATHEMATICS,0022-4812,"2,177",0.793,0.690,0.724,0.181,0.004000,0.808,69.413
9668,JOURNAL OF SYMBOLIC LOGIC,J SYMBOLIC LOGIC,LOGIC,0022-4812,"2,177",0.793,0.690,0.724,0.181,0.004000,0.808,69.413
9668,WEB ECOLOGY,WEB ECOL,ECOLOGY,2193-3081,113,0.793,0.793,Not Available,0.125,0.000170,0.370,12.214
9668,WEB ECOLOGY,WEB ECOL,ENVIRONMENTAL SCIENCES,2193-3081,113,0.793,0.793,Not Available,0.125,0.000170,0.370,12.214
9674,ANNALI DELLA SCUOLA NORMALE SUPERIORE DI PISA-CLASSE DI SCIENZE,ANN SCUOLA NORM-SCI,MATHEMATICS,0391-173X,"1,781",0.792,0.792,1.069,0.3,0.003830,1.276,60.680
9674,BEHAVIORAL INTERVENTIONS,BEHAV INTERVENT,"PSYCHOLOGY, CLINICAL",1072-0847,398,0.792,0.750,1.018,0.128,0.000440,0.293,14.567
9674,COMPUTER JOURNAL,COMPUT J,"COMPUTER SCIENCE, THEORY & METHODS",0010-4620,"3,378",0.792,0.718,0.860,0.244,0.002820,0.298,17.205
9674,COMPUTER JOURNAL,COMPUT J,"COMPUTER SCIENCE, SOFTWARE ENGINEERING",0010-4620,"3,378",0.792,0.718,0.860,0.244,0.002820,0.298,17.205
9674,COMPUTER JOURNAL,COMPUT J,"COMPUTER SCIENCE, INFORMATION SYSTEMS",0010-4620,"3,378",0.792,0.718,0.860,0.244,0.002820,0.298,17.205
9674,COMPUTER JOURNAL,COMPUT J,"COMPUTER SCIENCE, HARDWARE & ARCHITECTURE",0010-4620,"3,378",0.792,0.718,0.860,0.244,0.002820,0.298,17.205
9677,Medizinische Klinik-Intensivmedizin und Notfallmedizin,MED KLIN-INTENSIVMED,"MEDICINE, GENERAL & INTERNAL",2193-6218,269,0.791,0.627,0.635,0.417,0.000440,0.089,25.000
9677,UNIVERSITY OF ILLINOIS LAW REVIEW,U ILLINOIS LAW REV,LAW,0276-9948,706,0.791,0.791,0.799,0.164,0.001310,0.362,37.755
9677,VETERINARY CLINICS OF NORTH AMERICA-EQUINE PRACTICE,VET CLIN N AM-EQUINE,VETERINARY SCIENCES,0749-0739,983,0.791,0.701,1.000,0.056,0.000770,0.311,38.214
9680,Australian Family Physician,AUST FAM PHYSICIAN,"MEDICINE, GENERAL & INTERNAL",0300-8495,"1,657",0.790,0.691,0.956,0.686,0.002300,0.244,16.123
9680,Australian Family Physician,AUST FAM PHYSICIAN,PRIMARY HEALTH CARE,0300-8495,"1,657",0.790,0.691,0.956,0.686,0.002300,0.244,16.123
9680,CRYOLETTERS,CRYOLETTERS,BIOLOGY,0143-2044,992,0.790,0.629,0.885,0.136,0.000730,0.186,17.165
9680,CRYOLETTERS,CRYOLETTERS,PHYSIOLOGY,0143-2044,992,0.790,0.629,0.885,0.136,0.000730,0.186,17.165
9680,PHYSICS OF METALS AND METALLOGRAPHY,PHYS MET METALLOGR+,METALLURGY & METALLURGICAL ENGINEERING,0031-918X,"1,946",0.790,0.489,0.723,0.191,0.001460,0.139,39.333
9683,CANADIAN METALLURGICAL QUARTERLY,CAN METALL QUART,METALLURGY & METALLURGICAL ENGINEERING,0008-4433,"1,052",0.789,0.743,0.879,0.2,0.000840,0.217,38.000
9683,CRITICAL STUDIES IN MEDIA COMMUNICATION,CRIT STUD MEDIA COMM,COMMUNICATION,1529-5036,606,0.789,0.789,0.902,0.39,0.000660,0.336,27.976
9683,Discourse & Communication,DISCOURSE COMMUN,COMMUNICATION,1750-4813,342,0.789,0.737,1.254,0.034,0.000690,0.442,27.976
9683,JOURNAL OF GENERAL AND APPLIED MICROBIOLOGY,J GEN APPL MICROBIOL,MICROBIOLOGY,0022-1260,"1,501",0.789,0.689,1.155,0.14,0.000910,0.278,7.619
9683,JOURNAL OF GENERAL AND APPLIED MICROBIOLOGY,J GEN APPL MICROBIOL,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,0022-1260,"1,501",0.789,0.689,1.155,0.14,0.000910,0.278,7.619
9683,JOURNAL OF LOSS & TRAUMA,J LOSS TRAUMA,"PSYCHOLOGY, SOCIAL",1532-5024,696,0.789,0.747,1.057,0.205,0.000990,0.341,8.594
9683,Journal of Laser Micro Nanoengineering,J LASER MICRO NANOEN,"PHYSICS, APPLIED",1880-0688,500,0.789,0.633,0.865,0.094,0.000710,0.172,11.372
9683,Journal of Laser Micro Nanoengineering,J LASER MICRO NANOEN,MATERIALS SCIENCE,1880-0688,500,0.789,0.633,0.865,0.094,0.000710,0.172,11.372
9683,Journal of Laser Micro Nanoengineering,J LASER MICRO NANOEN,OPTICS,1880-0688,500,0.789,0.633,0.865,0.094,0.000710,0.172,11.372
9683,Journal of Laser Micro Nanoengineering,J LASER MICRO NANOEN,NANOSCIENCE & NANOTECHNOLOGY,1880-0688,500,0.789,0.633,0.865,0.094,0.000710,0.172,11.372
9683,NAUTILUS,NAUTILUS,ZOOLOGY,0028-1344,494,0.789,0.737,0.778,0.444,0.000480,0.389,28.876
9683,NAUTILUS,NAUTILUS,MARINE & FRESHWATER BIOLOGY,0028-1344,494,0.789,0.737,0.778,0.444,0.000480,0.389,28.876
9690,Asia Pacific Business Review,ASIA PAC BUS REV,BUSINESS,1360-2381,535,0.788,0.667,1.236,0.268,0.000440,0.199,11.154
9690,Asia Pacific Business Review,ASIA PAC BUS REV,MANAGEMENT,1360-2381,535,0.788,0.667,1.236,0.268,0.000440,0.199,11.154
9690,POLITICAL THEORY,POLIT THEORY,POLITICAL SCIENCE,0090-5917,"1,480",0.788,0.788,1.244,0.273,0.001310,0.596,28.698
9692,Biologically Inspired Cognitive Architectures,BIOL INSPIR COGN ARC,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",2212-683X,130,0.787,0.653,0.684,0.214,0.000320,0.136,10.926
9692,Biologically Inspired Cognitive Architectures,BIOL INSPIR COGN ARC,NEUROSCIENCES,2212-683X,130,0.787,0.653,0.684,0.214,0.000320,0.136,10.926
9692,Iranian Journal of Immunology,IRAN J IMMUNOL,IMMUNOLOGY,1735-1383,260,0.787,0.738,0.897,0.094,0.000400,0.201,0.968
9692,Psychiatry Psychology and Law,PSYCHIAT PSYCHOL LAW,"PSYCHOLOGY, MULTIDISCIPLINARY",1321-8719,602,0.787,0.691,0.867,0.154,0.000930,0.214,26.020
9692,Psychiatry Psychology and Law,PSYCHIAT PSYCHOL LAW,PSYCHIATRY-SSCI,1321-8719,602,0.787,0.691,0.867,0.154,0.000930,0.214,26.020
9692,Psychiatry Psychology and Law,PSYCHIAT PSYCHOL LAW,LAW,1321-8719,602,0.787,0.691,0.867,0.154,0.000930,0.214,26.020
9692,Psychiatry Psychology and Law,PSYCHIAT PSYCHOL LAW,CRIMINOLOGY & PENOLOGY,1321-8719,602,0.787,0.691,0.867,0.154,0.000930,0.214,26.020
9695,CANADIAN PUBLIC ADMINISTRATION-ADMINISTRATION PUBLIQUE DU CANADA,CAN PUBLIC ADMIN,PUBLIC ADMINISTRATION,0008-4840,385,0.786,0.446,0.867,0.188,0.000360,0.186,18.085
9695,FOOD SCIENCE AND BIOTECHNOLOGY,FOOD SCI BIOTECHNOL,FOOD SCIENCE & TECHNOLOGY,1226-7708,"2,489",0.786,0.704,0.970,0.07,0.003410,0.180,22.180
9695,Iranian Red Crescent Medical Journal,IRAN RED CRESCENT ME,"MEDICINE, GENERAL & INTERNAL",2074-1804,"1,622",0.786,0.736,1.118,0.044,0.003570,0.213,23.701
9695,MINERALS & METALLURGICAL PROCESSING,MINER METALL PROC,METALLURGY & METALLURGICAL ENGINEERING,0747-9182,495,0.786,0.732,1.137,0.208,0.000610,0.306,29.583
9695,MINERALS & METALLURGICAL PROCESSING,MINER METALL PROC,MINING & MINERAL PROCESSING,0747-9182,495,0.786,0.732,1.137,0.208,0.000610,0.306,29.583
9695,NATIONAL MEDICAL JOURNAL OF INDIA,NATL MED J INDIA,"MEDICINE, GENERAL & INTERNAL",0970-258X,692,0.786,0.729,1.104,0.143,0.000880,0.334,23.701
9695,NUCLEAR TECHNOLOGY,NUCL TECHNOL,NUCLEAR SCIENCE & TECHNOLOGY,0029-5450,"2,104",0.786,0.706,0.896,0.187,0.003280,0.382,28.788
9695,PHYSICS OF PARTICLES AND NUCLEI,PHYS PART NUCLEI+,"PHYSICS, PARTICLES & FIELDS",1063-7796,711,0.786,0.723,0.553,0.106,0.000930,0.170,8.621
9695,WOOD AND FIBER SCIENCE,WOOD FIBER SCI,FORESTRY,0735-6161,"1,559",0.786,0.686,0.828,0.136,0.000630,0.216,47.358
9695,WOOD AND FIBER SCIENCE,WOOD FIBER SCI,"MATERIALS SCIENCE, PAPER & WOOD",0735-6161,"1,559",0.786,0.686,0.828,0.136,0.000630,0.216,47.358
9695,WOOD AND FIBER SCIENCE,WOOD FIBER SCI,"MATERIALS SCIENCE, TEXTILES",0735-6161,"1,559",0.786,0.686,0.828,0.136,0.000630,0.216,47.358
9695,Youth Justice-An International Journal,YOUTH JUSTICE,CRIMINOLOGY & PENOLOGY,1473-2254,155,0.786,0.607,Not Available,0.167,0.000190,0.506,25.410
9704,Journal of Water Sanitation and Hygiene for Development,J WATER SANIT HYG DE,WATER RESOURCES,2043-9083,310,0.785,0.607,0.877,0.206,0.000800,0.191,17.222
9704,RUSSIAN JOURNAL OF NONDESTRUCTIVE TESTING,RUSS J NONDESTRUCT+,"MATERIALS SCIENCE, CHARACTERIZATION & TESTING",1061-8309,699,0.785,0.382,0.606,0.116,0.000380,0.061,34.848
9706,BRAZILIAN JOURNAL OF BIOLOGY,BRAZ J BIOL,BIOLOGY,1519-6984,"2,303",0.784,0.703,0.959,0.164,0.002390,0.244,24.118
9706,Biofuels-UK,BIOFUELS-UK,ENERGY & FUELS,1759-7269,809,0.784,0.672,Not Available,0.096,0.001290,0.812,13.918
9706,Bioinspired Biomimetic and Nanobiomaterials,BIOINSPIR BIOMIM NAN,"ENGINEERING, BIOMEDICAL",2045-9858,87,0.784,0.730,0.738,0.273,0.000200,0.138,4.924
9706,Bioinspired Biomimetic and Nanobiomaterials,BIOINSPIR BIOMIM NAN,"MATERIALS SCIENCE, BIOMATERIALS",2045-9858,87,0.784,0.730,0.738,0.273,0.000200,0.138,4.924
9706,EURE-REVISTA LATINOAMERICANA DE ESTUDIOS URBANO REGIONALES,EURE,URBAN STUDIES,0250-7161,591,0.784,0.608,0.946,0.184,0.000410,0.182,16.250
9706,Polish Journal of Microbiology,POL J MICROBIOL,MICROBIOLOGY,1733-1331,619,0.784,0.759,0.951,0.031,0.000830,0.210,6.000
