DOI,Título,Autores,Año,Citas,Revista
10.1080/09528130903065497,Reinforcement learning using swarm intelligence-trained neural networks,M. Conforth and Y. Meng,2010,5,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/09528130210153550,"Philosophy, engineering, biology, and history: a vindication of Turing's views about the distinction between the cognitive and physical sciences",Justin Leiber,2002,3,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/09528131003713002,A framework to support qualitative reasoning about COAs in a dynamic spatial environment,Hedi Haddad and Bernard Moulin,2010,4,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2021.1960635,The extent of the teacher academic development from the accreditation evaluation system perspective using machine learning,Ameer Sardar Kwekha Rashid,2022,2,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2018.1509896,ANN design and implementation for real-time object tracking using quadrotor AR.Drone 2.0,Kamel Boudjit and Cherif Larbes and Naeem Ramzan,2018,7,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2015.1020623,Endoscopy video summarisation using novel relational motion histogram descriptor and semi-supervised clustering,Mohamed Maher Ben Ismail and Ouiem Bchir,2016,3,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2022.2115143,Synthetic Data with Global-Local Level for Adversarial-based Domain Adaptation,Ning Jiang and Jinglong Fang and Yanli Shao,2022,0,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2022.2067248,Integrated framework for EMD–Boruta-LDA feature extraction and SVM classification in coal and gas outbursts,Xuning Liu and Zhixiang Li and Zixian Zhang and Shiwu Li and Guoying Zhang,2022,2,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2022.2040598,Merging slime mould with whale optimization algorithm for optimal allocation of hybrid power flow controller in power system,A. A. Bhandakkar and L. Mathew,2022,2,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2012.680252,Significance tests or confidence intervals: which are preferable for the comparison of classifiers?,Daniel Berrar and Jose A. Lozano,2013,17,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2023.2183271,Neural networks with dimensionality reduction for efficient springback prediction in deep drawing of multi-material cylindrical cups,Chun Kit Jeffery Hou and Kamran Behdinan,2023,0,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2023.2183272,A computational model for assessing experts’ trustworthiness,G. Primiero and D. Ceolin and F. Doneda,2023,0,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/09528130500283998,Implementation is semantic interpretation: further thoughts,William J. Rapaport,2005,10,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2015.1024489,Absolute order-of-magnitude reasoning applied to a social multi-criteria evaluation framework,A. Afsordegan and M. Sánchez and N. Agell and J.C. Aguado and G. Gamboa,2016,4,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2022.2135613,Extended cascade chaotic systems and estimation parameters with new chaotic grey wolf algorithm,Ali Akbar Farjami and Mahdi Yaghoobi and Reihaneh Kardehi Moghaddam,2022,0,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/09528130210164143,Functional and approximate dependency mining: database and FCA points of view,Stéphane Lopes and Jean-Marc Petit and Lotfi Lakhal,2002,40,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2022.2080868,Blind separation of speech from aortic regurgitation signals using Dhoulath’s method,Dhoulath Beegum J and Chithraprasad D and Sajeev Ampadi and Ramesh Chandra Poonia and Mahesh Sankar,2022,0,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2014.940686,Algorithmicity and programmability in natural computing with the Game of Life asin silicocase study,Hector Zenil,2015,7,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2010.506289,EEG data analysis based on EMD for coma and quasi-brain-death patients,Qiwei Shi and Juhong Yang and Jianting Cao and Toshihisa Tanaka and Rubin Wang and Huili Zhu,2011,9,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2018.1518999,Analysing the power of deep learning techniques over the traditional methods using medicare utilisation and provider data,Varadraj P. Gurupur and Shrirang A. Kulkarni and Xinliang Liu and Usha Desai and Ayan Nasir,2019,10,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2013.815280,An augmented NSGA-II technique with virtual database to solve the composite generation and transmission expansion planning problem,M.S. Javadi and M. Saniei and H. Rajabi Mashhadi,2014,23,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2015.1056239,Supporting ontology adaptation and versioning based on a graph of relevance,Najla Sassi and Wassim Jaziri and Saad Alharbi,2016,6,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2019.1591523,Adaptive Neuro Fuzzy Inference System (ANFIS) based wildfire risk assessment,Harkiran Kaur and Sandeep K. Sood,2019,18,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2022.2122588,Combining bounded solving and controllable randomization for approximate model counting,Shuai Lü and Tongbo Zhang and Yue Xu and Wenbo Zhou and Yong Lai,2022,0,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/09528130110101288,Hierarchical task network and operator-based planning: two complementary approaches to real-world planning,Tara A. Estlin and Steve A. Chien and Xuemei Wang,2001,5,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813021000032699,Ant-Tree: an ant colony optimization approach to the generalized minimum spanning tree problem,S. J. Shyu and P. Y. Yin and B. M. T. Lin and M. Haouari,2003,21,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2020.1716857,Communicative bottlenecks lead to maximal information transfer,Travis LaCroix,2020,4,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2014.940138,Why Taddeo and Floridi did not solve the symbol grounding problem,Krystyna Bielecka,2015,3,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2022.2115560,Machine vs. deep learning comparision for developing an international sign language translator,Meltem Eryilmaz and Ecem Balkaya and Eylül Uçan and Gizem Turan and Seden Gülay Oral,2022,0,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2021.1908432,SPMNet: A light-weighted network with separable pyramid module for real-time semantic segmentation,Shiwei Gao and Changzhu Zhang and Zhuping Wang and Hao Zhang and Chao Huang,2022,0,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2022.2108146,A novel plant leaf disease detection by adaptive fuzzy C-Means clustering with deep neural network,Vijayaganth V and Krishnamoorthi M,2022,0,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/09528130110063119,Term rewriting and its application to recognizing handwritten Hindu numerals,Ashraf Elnagar and Reda Alhajj and Saad Harous,2001,2,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2021.1960628,Study on the classification problem of the coping stances in the Satir model based on machine learning,Xi Wang and Yu Zhao and Guangping Zeng and Peng Xiao and Zhiliang Wang,2023,0,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2021.1952653,Entropic boundary conditions towards safe artificial superintelligence,Santiago Núñez-Corrales and Eric Jakobsson,2023,0,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2021.1955980,Determining context of association rules by using machine learning,Kanwal Nisar and Muhammad Shaheen,2023,0,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2020.1864783,Correlation-based Oversampling aided Cost Sensitive Ensemble learning technique for Treatment of Class Imbalance,Debashree Devi and Saroj K. Biswas and Biswajit Purkayastha,2022,2,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2022.2135614,Enhanced type-2 Wang-Mendel Approach,Prashant K. Gupta and Javier Andreu-Perez,2022,1,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813021000039430,Target recognition by components for mobile robot navigation,G. Cicirelli and T. D'orazio and A. Distante,2003,19,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2022.2092560,Modified layer deep convolution neural network for text-independent speaker recognition,V Karthikeyan and Suja Priyadharsini S,2022,1,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2023.2183267,A review of feature selection methods based on meta-heuristic algorithms,Zohre Sadeghian and Ebrahim Akbari and Hossein Nematzadeh and Homayun Motameni,2023,0,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2022.2062457,Selective AnDE based on attributes ranking by Maximin Conditional Mutual Information (MMCMI),Shenglei Chen and Xin Ma and Linyuan Liu and Limin Wang,2023,1,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2022.2093408,Evaluation of clustering techniques on Urdu News head-lines: a case of short length text,Zarmeen Nasim and Sajjad Haider,2022,1,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2017.1280088,Breast cancer risk assessment and diagnosis model using fuzzy support vector machine based expert system,J. Dheeba and T. Jaya and N. Albert Singh,2017,6,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2014.971443,EOSentiMiner: an opinion-aware system based on emotion ontology for sentiment analysis of Chinese online reviews,Wei Shi and Hongwei Wang and Shaoyi He,2015,6,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2022.2059107,Three-dimensional route planning for multiple unmanned aerial vehicles using Salp Swarm Algorithm,Ram Kishan Dewangan and Priyansh Saxena,2022,1,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/09528130110100261,User studies of knowledge acquisition tools: methodology and lessons learned,Marcelo Tallis and Jihie Kim and Yolanda Gil,2001,7,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2019.1661587,Averaged one-dependence inverted specific-class distance measure for nominal attributes,Fang Gong and Liangxiao Jiang and Dianhong Wang and Xingfeng Guo,2020,2,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/095281300409856,Pre-emptive versus non-pre-emptive real time scheduling in intelligent mobile robotics,Maurizio Piaggio and Antonio Sgorbissa and Renato Zaccaria,2000,23,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2021.1960627,Empirical analyses of genetic algorithm and grey wolf optimiser to improve their efficiency with a new multi-objective weighted fitness function for feature selection in machine learning classification: the roadmap,Azam Davahli and Mahboubeh Shamsi and Golnoush Abaei and Arash Khosravi,2023,0,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2022.2080276,Set-theoretic relations for metasets,Bartłomiej Starosta,2022,0,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/095281300454838,Validation method for intelligent systems,Takashi Onoyama and Setsuo Tsuruta,2000,4,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2023.2165716,Decision support system (DSS) for traffic prediction and building a dynamic internet community using Netnography technology in the city of Amman,Nancy Shaar and Mohammad Alshraideh and Lara Shboul and Iyad AlDajani,2023,0,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/09528130210164206,Concept lattice based composite classifiers for high predictability,Zhipeng Xie and Wynne Hsu and Zongtian Liu and Mong Li Lee,2002,12,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2010.490963,Robotic path planning using evolutionary momentum-based exploration,Rahul Kala and Anupam Shukla and Ritu Tiwari,2011,19,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2018.1549107,Multi-objective mobile robot path planning problem through learnable evolution model,Behzad Moradi,2019,7,Journal of Experimental &amp; Theoretical Artificial Intelligence
